Leitor — texto no cartao
O app.bin e pequeno; este arquivo fica em data/.
00155 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00156 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00157 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00158 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00159 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00160 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00161 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00162 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00163 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00164 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00165 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00166 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00167 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00168 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00169 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00170 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00171 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00172 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00173 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00174 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00175 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00176 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00177 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00178 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00179 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00180 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00181 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00182 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00183 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00184 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00185 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00186 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00187 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00188 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00189 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00190 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00191 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00192 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00193 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00194 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00195 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00196 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00197 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00198 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00199 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00200 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00201 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00202 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00203 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00204 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00205 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00206 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00207 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00208 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00209 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00210 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00211 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00212 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00213 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00214 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00215 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00216 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00217 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00218 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00219 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00220 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00221 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00222 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00223 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00224 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00225 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00226 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00227 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00228 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00229 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00230 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00231 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00232 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00233 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00234 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00235 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00236 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00237 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00238 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00239 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00240 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00241 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00242 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00243 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00244 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00245 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00246 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00247 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00248 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00249 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00250 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00251 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00252 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00253 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00254 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00255 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00256 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00257 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00258 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00259 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00260 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00261 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00262 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00263 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00264 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00265 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00266 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00267 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00268 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00269 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00270 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00271 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00272 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00273 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00274 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00275 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00276 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00277 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00278 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00279 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00280 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00281 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00282 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00283 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00284 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00285 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00286 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00287 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00288 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00289 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00290 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00291 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00292 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00293 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00294 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00295 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00296 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00297 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00298 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00299 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00300 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00301 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00302 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00303 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00304 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00305 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00306 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00307 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00308 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
00309 O pacote deste app e maior que o slot da flash. A tela le uma pagina por vez, em linhas curtas, sem carregar o arquivo na SRAM. O codigo nativo continua no teto de 1,94 MB; este texto mora no microSD.
